"";"CellType";"Day";"Corr"
"3543";"FS";"Day 3";0,740517521
"3544";"FS";"Day 3";0,740459496
"3545";"FS";"Day 3";0,742263651
"3546";"FS";"Day 3";0,750845917
"3547";"FS";"Day 3";0,765016308
"3548";"FS";"Day 3";0,775625488
"3549";"FS";"Day 3";0,769057616
"3550";"FS";"Day 3";0,750869682
"3551";"FS";"Day 3";0,712100866
"3552";"FS";"Day 3";0,679155132
"3553";"FS";"Day 3";0,671508751
"3554";"FS";"Day 3";0,684988212
"3555";"FS";"Day 3";0,719240964
"3556";"FS";"Day 3";0,76691596
"3557";"FS";"Day 3";0,809559432
"3558";"FS";"Day 3";0,825229655
"3559";"FS";"Day 3";0,807549692
"3560";"FS";"Day 3";0,765361825
"3561";"FS";"Day 3";0,70728236
"3562";"FS";"Day 3";0,635946082
"3563";"FS";"Day 3";0,561440761
"3564";"FS";"Day 3";0,485817941
"3565";"FS";"Day 3";0,411942291
"3566";"FS";"Day 3";0,336869665
"3567";"FS";"Day 3";0,401528656
"3568";"FS";"Day 3";0,466491038
"3569";"FS";"Day 3";0,544838471
"3570";"FS";"Day 3";0,627523602
"3571";"FS";"Day 3";0,696318839
"3572";"FS";"Day 3";0,733659657
"3573";"FS";"Day 3";0,735774502
"3574";"FS";"Day 3";0,719838566
"3575";"FS";"Day 3";0,707773251
"3576";"FS";"Day 3";0,708245214
"3577";"FS";"Day 3";0,729694246
"3578";"FS";"Day 3";0,761659917
"3579";"FS";"Day 3";0,787771009
"3580";"FS";"Day 3";0,782277594
"3581";"FS";"Day 3";0,737700788
"3582";"FS";"Day 3";0,661486618
"3583";"FS";"Day 3";0,594354762
"3584";"FS";"Day 3";0,565383879
"3585";"FS";"Day 3";0,56950712
"3586";"FS";"Day 3";0,604729884
"3587";"FS";"Day 3";0,670233738
"3588";"FS";"Day 3";0,744270905
"3589";"FS";"Day 3";0,79848423
"3590";"FS";"Day 3";0,812417578
"3591";"FS";"Day 3";0,790231567
"3592";"FS";"Day 3";0,743308492
"3593";"FS";"Day 3";0,676883931
"3594";"FS";"Day 3";0,605363059
"3595";"FS";"Day 3";0,529464534
"3596";"FS";"Day 3";0,45249364
"3597";"FS";"Day 3";0,369412947
"3598";"FS";"Day 3";0,440653424
"3599";"FS";"Day 3";0,509629778
"3600";"FS";"Day 3";0,587393637
"3601";"FS";"Day 3";0,661205274
"3602";"FS";"Day 3";0,715837338
"3603";"FS";"Day 3";0,737322153
"3604";"FS";"Day 3";0,72723222
"3605";"FS";"Day 3";0,702699446
"3606";"FS";"Day 3";0,684666164
"3607";"FS";"Day 3";0,682358141
"3608";"FS";"Day 3";0,708345129
"3609";"FS";"Day 3";0,748457401
"3610";"FS";"Day 3";0,781065056
"3611";"FS";"Day 3";0,772132316
"3612";"FS";"Day 3";0,710157519
"3613";"FS";"Day 3";0,617004466
"3614";"FS";"Day 3";0,535547168
"3615";"FS";"Day 3";0,492222511
"3616";"FS";"Day 3";0,485593009
"3617";"FS";"Day 3";0,514545104
"3618";"FS";"Day 3";0,58447267
"3619";"FS";"Day 3";0,671789165
"3620";"FS";"Day 3";0,747329966
"3621";"FS";"Day 3";0,783279711
"3622";"FS";"Day 3";0,77938103
"3623";"FS";"Day 3";0,746451968
"3624";"FS";"Day 3";0,690038277
"3625";"FS";"Day 3";0,626614049
"3626";"FS";"Day 3";0,555511543
"3627";"FS";"Day 3";0,480428396
"3628";"FS";"Day 3";0,405783833
"3629";"FS";"Day 3";0,477381542
"3630";"FS";"Day 3";0,543240939
"3631";"FS";"Day 3";0,610978471
"3632";"FS";"Day 3";0,669085379
"3633";"FS";"Day 3";0,708021065
"3634";"FS";"Day 3";0,719615489
"3635";"FS";"Day 3";0,707939849
"3636";"FS";"Day 3";0,685841034
"3637";"FS";"Day 3";0,668877938
"3638";"FS";"Day 3";0,665592287
"3639";"FS";"Day 3";0,692246463
"3640";"FS";"Day 3";0,73385337
"3641";"FS";"Day 3";0,76490215
"3642";"FS";"Day 3";0,749145942
"3643";"FS";"Day 3";0,681580092
"3644";"FS";"Day 3";0,590520767
"3645";"FS";"Day 3";0,513006504
"3646";"FS";"Day 3";0,467694644
"3647";"FS";"Day 3";0,456981509
"3648";"FS";"Day 3";0,479400275
"3649";"FS";"Day 3";0,543306516
"3650";"FS";"Day 3";0,624470972
"3651";"FS";"Day 3";0,696520524
"3652";"FS";"Day 3";0,734468492
"3653";"FS";"Day 3";0,738474305
"3654";"FS";"Day 3";0,716137889
"3655";"FS";"Day 3";0,67040358
"3656";"FS";"Day 3";0,616109449
"3657";"FS";"Day 3";0,552189463
"3658";"FS";"Day 3";0,482607732
"3659";"FS";"Day 3";0,431023082
"3660";"FS";"Day 3";0,4988791
"3661";"FS";"Day 3";0,558559866
"3662";"FS";"Day 3";0,614537618
"3663";"FS";"Day 3";0,658983936
"3664";"FS";"Day 3";0,68700575
"3665";"FS";"Day 3";0,69431964
"3666";"FS";"Day 3";0,685267326
"3667";"FS";"Day 3";0,669038166
"3668";"FS";"Day 3";0,655590127
"3669";"FS";"Day 3";0,651493885
"3670";"FS";"Day 3";0,674854451
"3671";"FS";"Day 3";0,711842571
"3672";"FS";"Day 3";0,737314047
"3673";"FS";"Day 3";0,721355655
"3674";"FS";"Day 3";0,666032966
"3675";"FS";"Day 3";0,593635467
"3676";"FS";"Day 3";0,531590077
"3677";"FS";"Day 3";0,492518803
"3678";"FS";"Day 3";0,483086506
"3679";"FS";"Day 3";0,50055011
"3680";"FS";"Day 3";0,552520624
"3681";"FS";"Day 3";0,614155263
"3682";"FS";"Day 3";0,664089572
"3683";"FS";"Day 3";0,687423432
"3684";"FS";"Day 3";0,688271418
"3685";"FS";"Day 3";0,670171824
"3686";"FS";"Day 3";0,631892689
"3687";"FS";"Day 3";0,583900744
"3688";"FS";"Day 3";0,525423937
"3689";"FS";"Day 3";0,461178448
"3690";"FS";"Day 3";0,433418527
"3691";"FS";"Day 3";0,49924635
"3692";"FS";"Day 3";0,55591402
"3693";"FS";"Day 3";0,605718714
"3694";"FS";"Day 3";0,643418593
"3695";"FS";"Day 3";0,666062875
"3696";"FS";"Day 3";0,671320125
"3697";"FS";"Day 3";0,663057216
"3698";"FS";"Day 3";0,649127973
"3699";"FS";"Day 3";0,636330228
"3700";"FS";"Day 3";0,629368388
"3701";"FS";"Day 3";0,646391
"3702";"FS";"Day 3";0,675187868
"3703";"FS";"Day 3";0,694873302
"3704";"FS";"Day 3";0,685324485
"3705";"FS";"Day 3";0,652462586
"3706";"FS";"Day 3";0,60668504
"3707";"FS";"Day 3";0,564859024
"3708";"FS";"Day 3";0,535356601
"3709";"FS";"Day 3";0,528930833
"3710";"FS";"Day 3";0,542279568
"3711";"FS";"Day 3";0,580510044
"3712";"FS";"Day 3";0,619129471
"3713";"FS";"Day 3";0,643598007
"3714";"FS";"Day 3";0,64930818
"3715";"FS";"Day 3";0,642915214
"3716";"FS";"Day 3";0,624261886
"3717";"FS";"Day 3";0,589022857
"3718";"FS";"Day 3";0,542962604
"3719";"FS";"Day 3";0,486406984
"3720";"FS";"Day 3";0,424929434
"3721";"FS";"Day 3";0,413851631
"3722";"FS";"Day 3";0,481424961
"3723";"FS";"Day 3";0,540057596
"3724";"FS";"Day 3";0,590094696
"3725";"FS";"Day 3";0,627247982
"3726";"FS";"Day 3";0,648714588
"3727";"FS";"Day 3";0,653221471
"3728";"FS";"Day 3";0,643781133
"3729";"FS";"Day 3";0,627882412
"3730";"FS";"Day 3";0,610757597
"3731";"FS";"Day 3";0,596690012
"3732";"FS";"Day 3";0,604364845
"3733";"FS";"Day 3";0,623607818
"3734";"FS";"Day 3";0,639505377
"3735";"FS";"Day 3";0,639464561
"3736";"FS";"Day 3";0,631258171
"3737";"FS";"Day 3";0,614742927
"3738";"FS";"Day 3";0,596664189
"3739";"FS";"Day 3";0,580645502
"3740";"FS";"Day 3";0,579110113
"3741";"FS";"Day 3";0,588422158
"3742";"FS";"Day 3";0,611268962
"3743";"FS";"Day 3";0,626396497
"3744";"FS";"Day 3";0,628450829
"3745";"FS";"Day 3";0,619574
"3746";"FS";"Day 3";0,605963461
"3747";"FS";"Day 3";0,584503028
"3748";"FS";"Day 3";0,549125122
"3749";"FS";"Day 3";0,502054733
"3750";"FS";"Day 3";0,44481135
"3751";"FS";"Day 3";0,383907717
"3752";"FS";"Day 3";0,377676253
"3753";"FS";"Day 3";0,449032205
"3754";"FS";"Day 3";0,512676076
"3755";"FS";"Day 3";0,567229029
"3756";"FS";"Day 3";0,607702351
"3757";"FS";"Day 3";0,630358432
"3758";"FS";"Day 3";0,634813427
"3759";"FS";"Day 3";0,623314089
"3760";"FS";"Day 3";0,603435503
"3761";"FS";"Day 3";0,579396759
"3762";"FS";"Day 3";0,55608102
"3763";"FS";"Day 3";0,553256073
"3764";"FS";"Day 3";0,562800032
"3765";"FS";"Day 3";0,575494664
"3766";"FS";"Day 3";0,582515452
"3767";"FS";"Day 3";0,5927983
"3768";"FS";"Day 3";0,600782134
"3769";"FS";"Day 3";0,605693709
"3770";"FS";"Day 3";0,605391413
"3771";"FS";"Day 3";0,610134135
"3772";"FS";"Day 3";0,6161381
"3773";"FS";"Day 3";0,625671172
"3774";"FS";"Day 3";0,623610416
"3775";"FS";"Day 3";0,612354337
"3776";"FS";"Day 3";0,595514239
"3777";"FS";"Day 3";0,577092968
"3778";"FS";"Day 3";0,552432173
"3779";"FS";"Day 3";0,515255672
"3780";"FS";"Day 3";0,466068699
"3781";"FS";"Day 3";0,407511237
"3782";"FS";"Day 3";0,346855612
"3783";"FS";"Day 3";0,333935076
"3784";"FS";"Day 3";0,407023761
"3785";"FS";"Day 3";0,475339032
"3786";"FS";"Day 3";0,535849244
"3787";"FS";"Day 3";0,581454325
"3788";"FS";"Day 3";0,606748738
"3789";"FS";"Day 3";0,612210981
"3790";"FS";"Day 3";0,599528681
"3791";"FS";"Day 3";0,576713516
"3792";"FS";"Day 3";0,546809298
"3793";"FS";"Day 3";0,515768629
"3794";"FS";"Day 3";0,503451927
"3795";"FS";"Day 3";0,503755587
"3796";"FS";"Day 3";0,512096794
"3797";"FS";"Day 3";0,520428552
"3798";"FS";"Day 3";0,538066999
"3799";"FS";"Day 3";0,55865271
"3800";"FS";"Day 3";0,578132094
"3801";"FS";"Day 3";0,589982498
"3802";"FS";"Day 3";0,600388113
"3803";"FS";"Day 3";0,605707631
"3804";"FS";"Day 3";0,609476725
"3805";"FS";"Day 3";0,601902563
"3806";"FS";"Day 3";0,588702589
"3807";"FS";"Day 3";0,57130113
"3808";"FS";"Day 3";0,551214018
"3809";"FS";"Day 3";0,523705978
"3810";"FS";"Day 3";0,483694174
"3811";"FS";"Day 3";0,431933362
"3812";"FS";"Day 3";0,372161279
"3813";"FS";"Day 3";0,312275647
"3814";"FS";"Day 3";0,290985505
"3815";"FS";"Day 3";0,363193873
"3816";"FS";"Day 3";0,434643314
"3817";"FS";"Day 3";0,500521876
"3818";"FS";"Day 3";0,551027375
"3819";"FS";"Day 3";0,578299614
"3820";"FS";"Day 3";0,583563887
"3821";"FS";"Day 3";0,568646427
"3822";"FS";"Day 3";0,542435435
"3823";"FS";"Day 3";0,506922273
"3824";"FS";"Day 3";0,4693798
"3825";"FS";"Day 3";0,449167658
"3826";"FS";"Day 3";0,442109417
"3827";"FS";"Day 3";0,446858286
"3828";"FS";"Day 3";0,453809201
"3829";"FS";"Day 3";0,471089118
"3830";"FS";"Day 3";0,49341504
"3831";"FS";"Day 3";0,516974981
"3832";"FS";"Day 3";0,534391742
"3833";"FS";"Day 3";0,548679286
"3834";"FS";"Day 3";0,557131858
"3835";"FS";"Day 3";0,56429044
"3836";"FS";"Day 3";0,562691538
"3837";"FS";"Day 3";0,557393517
"3838";"FS";"Day 3";0,546419305
"3839";"FS";"Day 3";0,528873699
"3840";"FS";"Day 3";0,500503462
"3841";"FS";"Day 3";0,458231906
"3842";"FS";"Day 3";0,404503764
"3843";"FS";"Day 3";0,344175322
"3844";"FS";"Day 3";0,285550136
"3845";"FS";"Day 3";0,254574242
"3846";"FS";"Day 3";0,322396083
"3847";"FS";"Day 3";0,393464943
"3848";"FS";"Day 3";0,461584704
"3849";"FS";"Day 3";0,514897412
"3850";"FS";"Day 3";0,542948751
"3851";"FS";"Day 3";0,547600255
"3852";"FS";"Day 3";0,531492983
"3853";"FS";"Day 3";0,504571922
"3854";"FS";"Day 3";0,467333285
"3855";"FS";"Day 3";0,427597396
"3856";"FS";"Day 3";0,402718782
"3857";"FS";"Day 3";0,38990899
"3858";"FS";"Day 3";0,390510845
"3859";"FS";"Day 3";0,393157621
"3860";"FS";"Day 3";0,404346055
"3861";"FS";"Day 3";0,420827898
"3862";"FS";"Day 3";0,440559724
"3863";"FS";"Day 3";0,457422349
"3864";"FS";"Day 3";0,472849761
"3865";"FS";"Day 3";0,485424504
"3866";"FS";"Day 3";0,499826633
"3867";"FS";"Day 3";0,509344104
"3868";"FS";"Day 3";0,51670618
"3869";"FS";"Day 3";0,516342478
"3870";"FS";"Day 3";0,504487737
"3871";"FS";"Day 3";0,477185959
"3872";"FS";"Day 3";0,433798876
"3873";"FS";"Day 3";0,379425948
"3874";"FS";"Day 3";0,319917869
"3875";"FS";"Day 3";0,263765118
"3876";"FS";"Day 3";0,227199605
"3877";"FS";"Day 3";0,28882863
"3878";"FS";"Day 3";0,356321183
"3879";"FS";"Day 3";0,423118989
"3880";"FS";"Day 3";0,476089183
"3881";"FS";"Day 3";0,502631446
"3882";"FS";"Day 3";0,505491921
"3883";"FS";"Day 3";0,488520588
"3884";"FS";"Day 3";0,462596376
"3885";"FS";"Day 3";0,426190536
"3886";"FS";"Day 3";0,38679001
"3887";"FS";"Day 3";0,358243719
"3888";"FS";"Day 3";0,337603654
"3889";"FS";"Day 3";0,329166835
"3890";"FS";"Day 3";0,318743284
"3891";"FS";"Day 3";0,313321437
"3892";"FS";"Day 3";0,315046661
"3893";"FS";"Day 3";0,326650726
"3894";"FS";"Day 3";0,344444055
"3895";"FS";"Day 3";0,367041435
"3896";"FS";"Day 3";0,391454738
"3897";"FS";"Day 3";0,419441321
"3898";"FS";"Day 3";0,444044603
"3899";"FS";"Day 3";0,466661776
"3900";"FS";"Day 3";0,480172688
"3901";"FS";"Day 3";0,477061532
"3902";"FS";"Day 3";0,453556552
"3903";"FS";"Day 3";0,410694051
"3904";"FS";"Day 3";0,356855742
"3905";"FS";"Day 3";0,298820531
"3906";"FS";"Day 3";0,245386936
